OBS,HOUSEHOLDID,BOUGHT.US,PRICE.COMP,PRICE.US,DISPL.COMP,DISPL.US,COUP.COMP,COUP.US,COUPDISPL.COMP,COUPDISPL.US
524,56,0,41.666666,34.000002,1,0,0,0,0,0
525,56,0,35,34.000002,0,0,0,0,0,0
526,56,1,45.666667,17.999999,0,0,0,0,0,0
527,56,0,21,34.000002,0,0,0,0,0,0
528,56,0,41,28.000001,0,0,0,0,0,0
529,57,0,34.000002,28.000001,0,1,0,0,0,0
530,57,0,50.000001,28.000001,0,0,1,0,0,0
531,57,0,21,28.000001,0,0,0,0,0,0
532,57,0,39.333335,30.999999,0,0,0,0,0,0
533,57,0,39.333335,30.999999,0,0,0,0,0,0
534,57,0,39.666667,34.000002,0,0,0,0,0,0
535,57,0,30.999999,34.000002,1,0,0,0,0,0
536,57,0,34.000002,30.999999,0,0,0,0,0,0
537,57,0,41.999999,34.000002,1,0,0,0,0,0
538,57,1,41.333334,28.000001,0,0,0,0,0,0
539,57,0,43.000001,34.000002,0,0,0,0,0,0
540,58,0,34.000002,30.999999,0,0,0,0,0,0
541,58,1,52.000001,37,0,0,0,0,0,0
542,58,1,50.000001,28.000001,0,0,0,0,0,0
543,58,0,37.999999,35,0,0,1,0,0,0
544,58,0,41.000001,35,0,0,0,0,0,0
545,58,0,41.999999,30.999999,0,0,0,0,0,0
546,58,1,41.999999,28.000001,1,0,0,0,0,0
547,58,0,44,34.000002,0,0,0,0,0,0
548,58,0,44,34.000002,1,0,0,0,0,0
549,59,1,50.000001,28.000001,0,0,0,0,0,0
550,59,0,45.000002,35,0,0,0,0,0,0
551,59,0,52.999999,28.999999,0,0,0,0,0,0
552,59,0,35.999998,35,0,0,0,0,0,0
553,59,0,50.000001,29.999999,0,0,0,0,0,0
554,59,1,50.999999,37,0,0,0,0,0,0
555,59,0,46,37,0,0,1,0,0,0
556,59,0,43.000001,37,0,0,0,0,1,0
557,60,0,30.999999,35,0,0,1,0,0,0
558,60,0,34,28.000001,0,0,0,0,0,0
559,60,0,34.000002,30.999999,0,0,1,0,0,0
560,60,0,29.999999,35,0,0,1,0,0,0
561,60,0,29.999999,39.999999,0,0,0,0,1,0
562,60,0,41.000001,39.999999,0,0,0,0,0,0
563,60,0,43.000001,41.999999,0,0,0,0,0,0
564,61,0,37,34.000002,0,0,0,0,0,0
565,61,0,34.000002,30.999999,0,0,0,0,0,0
566,61,0,45.000002,35,0,1,1,0,0,0
567,61,0,34.000002,30.999999,0,0,0,0,0,0
568,61,0,41.000001,35,0,0,0,0,1,0
569,61,0,34.000002,30.999999,0,0,0,0,0,0
570,61,0,43.000001,34.000002,0,0,0,0,0,0
571,61,0,35,34.000002,1,0,0,0,0,0
572,62,0,37,39.999999,0,0,0,0,0,0
573,62,0,28.000001,34.000002,0,0,0,0,0,0
574,62,0,30.999999,37,1,0,0,0,0,0
575,62,0,28.000001,29.999999,1,0,0,0,0,0
576,62,0,34.000002,29.999999,0,0,0,0,0,0
577,62,0,23,32.000002,1,0,0,0,0,0
578,62,0,41.999999,30.999999,0,0,0,0,0,0
579,62,0,30.999999,32.000002,1,0,0,0,0,0
580,62,0,39.000001,37,1,0,0,0,0,0
581,62,0,22,33,0,0,0,0,0,0
582,62,0,37,37,1,0,0,0,0,0
583,63,0,22,34.000002,0,0,0,0,0,0
584,63,0,29.999999,28.000001,0,0,0,0,0,0
585,63,0,39.333335,28.000001,0,0,0,0,0,0
586,63,0,36.000001,28.000001,1,0,0,0,0,0
587,63,0,37.999999,34.000002,1,0,0,0,0,0
588,63,0,40.666667,34.000002,0,0,0,0,0,0
589,63,0,41.666668,28.000001,0,0,0,0,0,0
590,64,0,32.000002,34.000002,0,0,0,0,0,0
591,64,0,22,30.999999,0,0,0,0,0,0
592,64,0,17.999999,34.000002,0,0,0,0,0,0
593,64,0,30.999999,37,0,0,0,0,0,0
594,64,0,28.000001,37,0,0,0,0,0,0
595,64,0,30.999999,34.000002,0,0,1,0,0,0
596,64,0,22,29.999999,0,0,0,0,0,0
597,64,0,30.999999,28.000001,0,0,0,0,0,0
598,64,0,30.999999,28.000001,0,0,0,0,0,0
599,64,0,30.999999,28.000001,1,0,0,0,0,0
600,64,0,39.000001,37,0,0,0,1,0,0
601,64,0,30.999999,34.000002,1,0,0,0,0,0
602,64,0,34.000002,34.000002,0,0,0,0,0,0
603,64,0,41.999999,34.000002,1,0,0,0,0,0
604,64,0,21,34.000002,0,0,0,0,0,0
605,64,0,41.999999,41.999999,1,0,0,0,0,0
606,64,0,22,34.000002,0,0,0,0,0,0
607,64,0,34.000002,41.000001,0,0,0,0,0,0
608,65,0,29.999999,35,0,0,0,0,0,0
609,65,0,30.999999,32.000002,1,0,0,0,0,0
610,65,0,12,35,0,0,1,0,0,0
611,65,0,35,28.999999,0,0,0,0,0,0
612,65,0,15,35,0,0,1,0,0,0
613,65,0,37,34.000002,0,0,0,0,0,0
614,65,0,41.999999,41.999999,1,0,0,0,0,0
615,65,0,37,28.000001,0,0,0,0,0,0
616,66,0,34.000002,46.999998,0,0,0,0,0,0
617,66,0,30.999999,35.999998,0,0,0,0,0,0
618,66,0,27.000001,35.999998,1,0,0,1,0,0
619,66,0,34.000002,30.999999,0,0,0,0,0,0
620,66,0,39,35,0,0,0,0,0,0
621,66,0,27.000001,35,0,0,1,0,0,0
622,66,0,30.999999,35,1,0,0,0,0,0
623,67,0,43.333334,28.999999,0,0,0,0,0,0
624,67,0,42.666667,30.999999,0,0,0,0,0,0
625,67,1,40.333334,17.000001,1,0,0,0,0,0
626,67,0,43.000002,28.000001,0,1,0,0,0,0
627,67,0,45.666667,21,0,0,0,0,0,0
628,68,0,50.000001,35.999998,0,0,0,1,0,0
629,68,0,43.000001,30.999999,0,0,0,0,0,0
630,68,0,46,35,0,0,1,0,0,0
631,68,0,50.000001,35,0,0,1,0,0,0
632,68,0,41.999999,35,0,0,1,0,0,0
633,68,0,21,34.000002,0,0,0,0,0,0
634,69,1,45,34.000002,0,0,0,0,0,0
635,69,1,43.333333,34.000002,0,0,0,0,0,0
636,69,1,40.333334,29.999999,0,0,0,0,0,0
637,69,0,39.000001,30.999999,0,0,0,0,0,0
638,69,1,43.666667,30.999999,0,0,0,0,0,0
639,69,1,44.666668,34.000002,0,0,0,0,0,0
640,69,1,45.666667,25,0,0,0,0,0,0
641,69,0,45.666667,37,0,0,0,0,0,0
642,70,0,17.000001,35.999998,0,0,0,1,0,0
643,70,0,17.000001,35.999998,0,0,0,1,0,0
644,70,0,17.000001,35.999998,0,0,0,1,0,0
645,70,0,12,35,0,0,1,0,0,0
646,70,0,12,35,0,0,1,0,0,0
647,70,0,12,35,0,0,1,0,0,0
648,70,1,41.666668,34.000002,0,0,0,0,0,0
649,70,1,45.666667,25,0,0,0,0,0,0
650,70,0,15,35,0,0,1,0,0,0
651,70,0,15,35,0,0,0,0,0,0
652,70,0,21,34.000002,0,0,0,0,0,0
653,70,0,17.999999,41.999999,0,0,0,0,0,0
654,70,0,17.999999,41.999999,0,0,0,0,0,0
655,71,0,28.000001,35,0,0,0,0,0,0
656,71,0,25,39.000001,0,0,0,0,0,0
657,71,0,12,29.999999,0,0,0,0,0,0
658,71,0,28.000001,30.999999,0,0,1,0,0,0
659,71,0,28.000001,30.999999,0,0,1,0,0,0
660,71,0,46.999998,30.999999,1,0,0,0,0,0
661,71,0,30.999999,34.000002,1,0,0,0,0,0
662,71,0,30.999999,30.999999,0,0,0,0,0,0
663,71,0,35,34.000002,0,0,0,0,0,0
664,71,1,37,28.000001,0,1,0,0,0,0
665,71,0,41.999999,37,0,0,0,0,0,0
666,71,0,30.999999,37,1,0,0,0,0,0
667,71,0,35.999998,37,1,0,0,0,0,0
668,71,0,37,28.000001,0,0,0,0,0,0
669,72,0,25,30.999999,0,0,0,0,0,0
670,72,0,28.000001,29.999999,0,0,0,0,0,0
671,72,0,34.000002,30.999999,0,0,0,0,0,0
672,72,0,30.999999,30.999999,1,0,0,0,0,0
673,72,0,21,34.000002,0,0,0,0,0,0
674,72,0,22,33,0,0,0,0,0,0
675,73,0,28.000001,35.999998,0,0,0,0,0,0
676,73,1,39.333333,28.000001,0,0,0,0,0,0
677,73,0,29.999999,28.000001,0,0,1,0,0,0
678,73,0,34.000002,30.999999,0,0,0,0,0,0
679,73,0,30.999999,30.999999,0,0,0,0,1,0
680,74,0,28.000001,35.999998,0,0,0,0,0,0
681,74,0,17.000001,33,0,0,0,0,0,0
682,74,0,46,28.999999,0,0,0,0,0,0
683,74,0,42.000001,37,0,0,0,0,1,0
684,74,0,37,41.999999,1,0,0,0,0,0
685,75,0,44.333332,27.000001,0,0,0,0,0,0
686,75,0,17.999999,37,0,0,0,0,0,0
687,75,0,41.666668,33,1,0,0,1,0,0
688,75,0,21,28.000001,0,0,0,0,0,0
689,75,0,34.000002,28.000001,0,0,0,0,0,0
690,76,0,22,34.000002,0,0,0,0,0,0
691,76,0,22,30.999999,0,0,0,0,0,0
692,76,1,38.333333,28.000001,0,1,0,0,0,0
693,76,0,23,30.999999,1,0,0,0,0,0
694,76,0,41.999999,30.999999,1,0,0,0,0,0
695,76,0,21,30.999999,0,0,0,0,0,0
696,77,0,30.999999,37,0,0,0,0,0,0
697,77,0,21,28.000001,0,0,0,0,0,0
698,77,0,26.000001,30.999999,1,0,0,0,0,0
699,77,0,28.000001,30.999999,0,0,0,0,0,0
700,77,0,21,34.000002,0,0,0,0,0,0
701,77,1,45.333333,28.000001,0,0,0,0,0,0
702,77,0,22,34.000002,0,0,0,0,0,0
703,78,0,28.999999,37,0,0,0,0,0,0
704,78,0,34.000002,30.999999,0,0,0,0,0,0
705,78,0,34.000002,35,0,0,0,0,0,0
706,78,0,45.000002,32.000002,0,0,0,0,0,0
707,78,0,41.999999,37,0,0,0,0,0,0
708,78,0,50.999999,37,0,0,0,0,0,0
709,78,0,46,37,1,0,0,0,0,0
710,78,0,43.000001,37,0,0,0,0,1,0
711,79,0,30.999999,35,0,0,1,0,0,0
712,79,0,37.999999,29.999999,0,0,0,0,0,0
713,79,1,34.000002,30.999999,1,0,0,0,0,0
714,79,0,39.000001,33,0,0,0,0,0,0
715,79,0,32.000002,37,1,0,0,0,0,0
716,79,1,41.333334,28.000001,0,0,0,0,0,0
717,80,0,28.000001,35.999998,0,0,0,0,0,0
718,80,0,30.999999,37,0,0,0,0,0,0
719,80,0,28.000001,30.999999,0,0,1,0,0,0
720,80,0,21,34.000002,0,0,1,0,0,0
721,80,0,21,34.000002,0,0,0,0,0,0
722,80,0,21,34.000002,0,0,0,0,0,0
723,81,0,37,34.000002,0,0,0,0,0,0
724,81,0,34.000002,28.999999,0,0,0,0,0,0
725,81,0,34.000002,30.999999,0,0,0,0,0,0
726,81,0,43.000001,30.999999,1,0,0,0,0,0
727,81,0,34.000002,30.999999,0,0,0,0,0,0
728,82,0,41.999999,34.000002,0,0,0,0,0,0
729,82,0,22,34.000002,0,0,0,0,0,0
730,82,0,17.999999,34.000002,1,0,0,0,0,0
731,82,0,34.000002,28.000001,1,0,0,0,0,0
732,82,0,21,28.000001,0,0,0,0,0,0
733,82,0,21,35,0,0,1,0,0,0
734,82,0,34.000002,30.999999,0,0,0,0,0,0
735,82,0,34.000002,30.999999,1,0,0,0,0,0
736,82,0,21,30.999999,0,0,0,0,0,0
737,82,0,45.000002,41.999999,0,0,1,0,0,0
738,82,0,43.000001,34.000002,0,0,0,0,0,0
739,82,0,17.999999,41.999999,0,0,0,0,0,0
740,82,0,44,34.000002,0,0,0,0,0,0
741,83,0,50.000001,30.999999,0,0,0,0,0,0
742,83,0,34.000002,28.000001,0,0,0,0,0,0
743,83,0,34.000002,28.999999,0,0,0,0,0,0
744,83,0,41.666668,34.000002,0,0,0,0,0,0
745,83,0,22,34.000002,0,0,0,0,0,0
746,84,0,45.000002,35,0,0,0,0,0,0
747,84,0,45.000002,35,0,0,1,0,0,0
748,84,0,50.999999,30.999999,0,0,0,1,0,0
749,84,0,46.999998,30.999999,0,0,0,0,0,0
750,84,0,44.666668,34.000002,0,0,0,0,0,0
751,85,0,30.999999,34.000002,1,0,0,0,0,0
752,85,0,38.333334,25,0,0,0,0,0,0
753,85,0,37,34.000002,0,0,0,0,0,0
754,85,0,37,28.000001,0,1,0,0,0,0
755,85,0,35.999998,37,0,0,0,0,0,0
756,86,1,43.333334,28.999999,0,0,0,0,0,1
757,86,0,43.333334,34.000002,0,0,0,0,0,0
758,86,0,41.666668,28.000001,0,0,1,0,0,1
759,86,0,28.000001,37,0,0,0,0,0,0
760,86,0,39.000001,34.000002,1,0,0,0,0,0
761,86,0,41.999999,34.000002,0,0,1,0,0,0
762,86,1,42.333333,29.999999,0,0,1,0,0,0
763,86,0,35,29.999999,0,0,0,0,0,0
764,86,0,34.000002,30.999999,0,0,0,0,0,0
765,87,0,43.333334,37,0,0,0,0,0,1
766,87,0,42.000001,30.999999,0,0,0,0,0,0
767,87,0,21,28.000001,0,0,0,0,0,0
768,87,0,41.666666,30.999999,0,0,0,0,0,0
769,87,0,30.999999,30.999999,1,0,0,0,0,0
770,87,0,37.666667,30.999999,0,0,0,0,0,0
771,87,0,21,30.999999,0,0,0,0,0,0
772,87,1,40.333333,28.000001,0,0,0,1,0,0
773,87,0,40.333333,34.000002,0,0,0,0,0,0
774,88,0,30.999999,34.000002,1,0,0,0,0,0
775,88,0,39.000001,34.000002,1,0,0,0,0,0
776,88,0,28.000001,29.999999,0,0,0,0,0,0
777,88,0,34.000002,30.999999,0,0,0,0,0,0
778,88,0,50.999999,37,0,0,0,0,0,0
779,88,0,37,37,0,0,0,0,0,0
780,88,0,52.000001,37,0,0,1,0,0,0
781,89,0,27.000001,39.000001,0,0,0,0,0,0
782,89,0,12,43.000001,0,0,1,0,0,0
783,89,0,30.999999,28.000001,1,0,0,0,0,0
784,89,0,41.999999,34.000002,0,0,0,0,0,0
785,89,0,21,34.000002,0,0,1,0,0,0
786,89,0,17.999999,41.999999,0,0,0,0,0,0
787,90,0,33,48,1,0,0,0,0,0
788,90,0,25,35,0,0,1,0,0,0
789,90,0,29.999999,48,0,0,1,0,0,0
790,90,0,27.000001,48,0,0,1,0,0,0
791,90,0,21,28.000001,0,0,0,0,0,0
792,90,0,3,28.000001,0,0,0,0,0,0
793,90,1,34.000002,28.000001,0,0,0,0,0,0
794,90,0,46,41.000001,0,0,1,1,0,0
795,90,0,12,43.000001,0,0,1,0,0,0
796,90,0,21,34.000002,0,0,0,0,0,0
797,90,0,41.999999,41.000001,0,0,0,0,1,0
798,91,0,28.000001,35.999998,0,0,0,0,0,0
799,91,0,22,34.000002,0,0,0,0,0,0
800,91,0,28.000001,37,0,0,0,0,0,0
801,91,0,30.999999,30.999999,0,0,0,0,0,0
802,91,0,21,30.999999,0,0,0,0,0,0
803,91,0,35,28.000001,0,1,0,0,0,0
804,91,0,22,34.000002,0,0,0,0,0,0
805,92,0,52.000001,37,0,0,0,0,0,0
806,92,1,46.999998,29.999999,0,0,0,0,0,0
807,92,0,39.000001,29.999999,0,0,0,0,0,0
808,92,0,30.999999,30.999999,0,0,0,0,1,0
809,92,0,46,34.000002,0,0,0,0,0,0
810,92,1,50.000001,34.000002,0,0,0,0,0,0
811,92,1,46,37,0,0,0,0,0,0
812,92,0,39.000001,37,0,0,0,0,0,0
813,92,0,52.999999,37,0,0,0,0,0,0
814,92,0,35.999998,37,1,0,0,0,0,0
815,93,0,28.000001,37,0,0,0,0,0,0
816,93,0,17.999999,34.000002,1,0,0,0,0,0
817,93,0,27.000001,29.999999,1,0,0,0,0,0
818,93,0,37,29.999999,0,0,0,0,0,0
819,93,0,30.999999,30.999999,0,0,0,0,1,0
820,93,1,37,28.000001,0,0,0,0,0,0
821,93,0,30.999999,37,1,0,0,0,0,0
822,94,0,33,48,0,0,0,0,0,0
823,94,0,33,48,0,0,0,0,0,0
824,94,0,41.666667,39.999999,0,0,0,0,0,0
825,94,0,24,48,0,0,0,0,0,0
826,94,0,24,48,0,0,0,0,0,0
827,94,0,39.000001,48,0,0,1,0,0,0
828,94,0,29.999999,48,0,0,1,0,0,0
829,94,0,29.999999,48,0,0,1,0,0,0
830,94,0,27.000001,48.999999,0,0,0,0,1,0
831,94,0,29.999999,41.000001,0,0,0,1,0,0
832,94,0,41.999999,41.000001,0,0,0,1,0,0
833,94,0,46,41.000001,0,0,0,1,0,0
834,94,0,29.999999,41.000001,0,0,0,1,0,0
835,94,0,12,41.000001,0,0,1,0,0,0
836,94,0,12,43.000001,0,0,1,0,0,0
837,94,0,29.999999,41.000001,0,0,0,0,0,0
838,94,0,43.666667,34.000002,0,0,0,0,0,0
839,94,0,32.000002,43.000001,0,0,0,0,0,0
840,94,0,32.000002,41.000001,0,0,1,0,0,0
841,94,0,32.000002,41.000001,0,0,0,0,0,0
842,94,0,15,41.000001,0,0,1,0,0,0
843,94,0,15,41.000001,0,0,1,0,0,0
844,95,0,28.000001,35.999998,0,0,0,0,0,0
845,95,0,41.000001,37,1,0,0,0,0,0
846,95,0,37,37,0,0,0,0,0,0
847,95,0,41.999999,34.000002,0,0,0,0,0,0
848,95,0,41.000001,35,0,0,1,0,0,0
849,95,0,52.999999,37,0,0,0,0,0,0
850,96,0,25,35.999998,0,0,0,0,0,0
851,96,0,21,28.000001,0,0,0,0,0,0
852,96,0,29.999999,35,0,0,0,0,0,0
853,96,0,21,35,0,0,1,0,0,0
854,96,0,28.000001,30.999999,0,0,0,0,0,0
855,97,0,44,34.000002,0,0,0,0,0,0
856,97,0,52.000001,37,0,0,0,0,0,0
857,97,0,52.999999,30.999999,0,0,0,0,0,0
858,97,0,52.999999,30.999999,0,0,0,0,0,0
859,97,0,34.000002,28.000001,0,1,0,0,0,0
860,97,0,34.000002,28.000001,0,0,0,0,0,0
861,97,0,50.000001,26.000001,0,0,0,0,0,0
862,98,0,33,46,0,0,0,0,0,0
863,98,0,29.999999,48,0,0,1,0,0,0
864,98,0,46,48,0,0,1,0,0,0
865,98,0,27.000001,48.999999,0,0,0,0,1,0
866,98,0,46,41.000001,0,0,1,1,0,0
867,98,0,12,41.000001,0,0,1,0,0,0
868,98,0,12,41.000001,0,0,1,0,0,0
869,98,0,48,41.000001,0,0,0,0,0,0
870,98,0,32.000002,41.000001,0,0,1,0,0,0
871,98,0,32.000002,41.000001,0,0,1,0,0,0
872,98,0,32.000002,41.000001,0,0,1,0,0,0
873,99,0,37,35,0,0,0,0,0,0
874,99,0,37,34.000002,0,0,0,0,0,0
875,99,0,30.999999,37,0,0,0,0,1,0
876,99,0,30.999999,37,0,0,0,0,0,0
877,99,0,41.666668,33,0,0,0,1,0,0
878,99,0,30.999999,37,0,0,0,0,0,0
879,99,0,34.000002,30.999999,0,0,0,0,0,0
880,100,0,39.000001,41.000001,0,0,0,0,0,0
881,100,1,34.000002,30.999999,0,0,0,0,0,0
882,100,0,35,28.000001,1,0,0,0,0,0
883,100,1,35,28.000001,0,0,0,0,0,0
884,100,0,24,28.000001,0,0,1,0,0,0
885,100,1,41.999999,34.000002,0,0,0,0,0,0
886,100,1,39.000001,37,0,0,0,0,1,0
887,100,0,35,28.000001,0,1,0,0,0,0
888,100,0,35,34.000002,0,0,0,0,0,0
889,100,0,43.000001,34.000002,0,0,0,0,0,0
890,100,0,28.000001,34.000002,0,0,0,0,0,0
891,100,0,43.000001,34.000002,0,0,0,0,0,0
892,101,0,17.999999,34.000002,0,0,0,0,0,0
893,101,0,22,34.000002,1,0,0,0,0,0
894,101,0,30.999999,34.000002,1,0,0,0,0,0
895,101,0,28.000001,29.999999,1,0,0,0,0,0
896,101,0,41.999999,28.000001,0,0,0,0,0,0
897,101,0,39.000001,39.999999,0,0,0,0,1,0
898,101,0,34.000002,30.999999,0,0,0,0,0,0
899,101,0,30.999999,30.999999,1,0,0,0,0,0
900,101,0,30.999999,30.999999,1,0,0,0,0,0
901,101,1,41.999999,34.000002,0,0,0,0,0,0
902,101,0,34.000002,34.000002,0,0,0,0,0,0
903,101,0,21,34.000002,0,0,1,0,0,0
904,101,0,30.999999,37,0,0,0,0,1,0
905,101,0,37,28.000001,0,0,0,0,0,0
906,102,0,28.000001,39.999999,0,0,0,0,0,0
907,102,0,34.000002,30.999999,0,0,0,0,0,0
908,102,0,34.000002,28.000001,0,1,0,0,0,0
909,102,0,30.999999,37,0,0,0,0,0,0
910,102,0,29.999999,35,0,0,0,0,0,0
911,102,0,46.999998,29.999999,0,0,0,0,0,0
912,102,0,34.000002,30.999999,0,0,0,0,0,0
913,102,0,34.000002,30.999999,0,0,0,0,0,0
914,102,0,50.000001,30.999999,0,0,0,0,0,0
915,102,0,46.999998,30.999999,0,0,0,0,0,0
916,102,0,34.000002,28.000001,0,1,0,0,0,0
917,102,0,34.000002,34.000002,0,0,0,0,0,0
918,102,0,32.000002,43.000001,0,0,1,0,0,0
919,102,0,46,28.000001,0,0,0,0,1,0
920,102,0,37,37,0,0,0,0,0,0
921,103,0,28.000001,35.999998,0,0,0,0,0,0
922,103,0,22,37,1,0,0,0,0,0
923,103,0,29.999999,48,0,0,1,0,0,0
924,103,0,28.000001,29.999999,1,0,0,0,0,0
925,103,0,25,29.999999,0,0,0,0,0,0
926,103,1,39.000001,29.999999,1,0,0,0,0,0
927,103,0,28.000001,28.000001,0,0,0,0,0,0
928,103,0,34.000002,30.999999,0,0,0,0,0,0
929,103,0,30.999999,30.999999,0,0,0,0,1,0
930,103,0,46.999998,30.999999,0,0,0,0,0,0
931,103,1,34.000002,34.000002,0,0,0,0,0,0
932,103,0,50.000001,34.000002,0,0,0,0,0,0
933,103,0,39.000001,28.999999,0,0,0,0,1,0
934,103,0,37,37,1,0,0,0,0,0
935,104,0,30.999999,34.000002,0,0,0,0,0,0
936,104,0,29.999999,28.999999,0,0,0,0,0,0
937,104,0,34.000002,30.999999,0,0,0,0,0,0
938,104,0,37,34.000002,0,0,0,0,0,0
939,104,0,37,34.000002,0,0,0,0,0,0
940,105,0,37,37,0,0,0,0,0,0
941,105,0,22,34.000002,0,0,0,0,0,0
942,105,0,39.333333,30.999999,0,0,1,0,0,0
943,105,0,43.666667,30.999999,0,0,0,0,0,0
944,105,0,50.000001,28.000001,0,1,0,0,0,0
945,105,0,30.999999,34.000002,1,0,0,0,0,0
946,105,0,42,34.000002,0,0,0,0,0,0
947,106,1,50.000001,30.999999,0,0,0,0,0,0
948,106,1,50.000001,30.999999,0,0,0,0,0,0
949,106,1,50.000001,30.999999,0,0,0,0,0,0
950,106,1,50.000001,30.999999,0,0,0,0,0,0
951,106,1,50.000001,28.000001,0,1,0,0,0,0
952,106,0,46,35,0,0,0,0,0,0
953,106,0,44,41.000001,0,0,0,0,0,0
954,106,0,52.000001,37,0,0,0,0,0,0
955,107,0,45,34.000002,0,0,0,0,0,0
956,107,0,45,28.000001,0,0,0,0,0,0
957,107,0,45,37,0,0,0,0,0,0
958,107,0,32.333334,28.000001,0,0,1,0,0,0
959,107,0,22,35,0,0,0,0,0,0
960,107,0,42.333333,29.999999,0,0,0,0,0,0
961,107,0,39.666667,29.999999,0,0,0,0,0,0
962,107,0,46,41.000001,0,0,1,1,0,0
963,107,0,39.000001,30.999999,0,0,0,0,1,0
964,107,0,43.666667,30.999999,0,0,1,0,0,0
965,107,0,42.000001,30.999999,0,0,0,0,0,1
966,107,0,12,43.000001,0,0,1,0,0,0
967,107,0,30.999999,30.999999,0,0,0,0,0,0
968,107,0,29.999999,41.000001,0,0,0,0,0,0
969,107,0,43.000002,28.000001,0,0,0,0,0,0
970,107,0,42.666666,30.999999,0,0,0,0,0,0
971,107,0,43.666667,30.999999,0,0,0,0,0,0
972,107,0,45.000001,34.000002,0,1,0,0,0,0
973,107,0,45.666667,25,0,0,0,0,0,0
974,107,0,45.666667,34.000002,0,1,0,0,0,0
975,107,0,42.000001,34.000002,0,0,0,0,0,0
976,107,0,44.666666,37,0,0,0,0,0,0
977,107,0,43.333334,37,0,0,1,0,0,0
978,107,0,41.333334,28.000001,0,0,0,0,0,0
979,107,0,46.666667,37,0,0,0,0,0,0
980,107,0,30.999999,37,0,0,0,0,1,0
981,107,0,35.999998,37,0,0,0,0,0,0
982,107,0,47.333333,37,0,0,0,0,0,0
983,108,0,30.999999,37,0,0,0,0,1,0
984,108,0,30.999999,37,0,0,0,0,1,0
985,108,0,27.000001,28.000001,0,0,0,0,0,0
986,108,0,21,28.000001,0,0,0,0,0,0
987,108,1,41.999999,28.000001,1,0,0,0,0,0
988,108,0,17.999999,41.999999,0,0,0,0,0,0
989,109,0,30.999999,30.999999,1,0,0,0,0,0
990,109,0,42.333333,29.999999,0,0,0,0,0,0
991,109,0,32.000002,34.000002,0,0,0,0,0,0
992,109,0,17.999999,30.999999,0,0,1,0,0,0
993,109,1,46.999998,30.999999,0,0,0,0,0,0
994,109,0,30.999999,30.999999,1,0,0,0,0,0
995,109,1,44.666668,28.000001,0,1,0,0,0,0
996,109,0,21,34.000002,0,0,0,0,0,0
997,109,1,46,28.000001,0,1,0,0,0,0
998,109,0,22,34.000002,0,0,0,0,0,0
999,110,0,50.000001,41.000001,0,0,0,0,0,0
1000,110,0,34.000002,33,0,0,0,0,0,0
1001,110,0,34.000002,28.000001,0,1,0,0,0,0
1002,110,0,34.000002,28.000001,0,0,0,0,0,0
1003,110,0,34.000002,29.999999,0,0,0,0,0,0
1004,110,0,35,28.000001,0,1,0,0,0,0
1005,110,0,45.000002,34.000002,0,0,0,0,0,0
1006,111,0,37,34.000002,0,0,0,0,0,0
1007,111,0,37,37,0,0,0,0,0,0
1008,111,0,50.000001,29.999999,0,0,0,0,0,0
1009,111,1,34.000002,28.000001,0,1,0,0,0,0
1010,111,1,50.000001,30.999999,0,0,0,0,0,0
1011,111,0,50.000001,30.999999,0,0,0,0,0,0
1012,111,0,50.000001,34.000002,0,0,0,0,0,0
1013,112,0,37,34.000002,0,0,0,0,0,0
1014,112,0,37,37,0,0,0,0,0,0
1015,112,0,30.999999,37,0,0,0,0,0,0
1016,112,0,30.999999,34.000002,0,0,0,0,0,0
1017,112,0,39.000001,34.000002,1,0,0,0,0,0
1018,112,0,29.999999,29.999999,0,0,0,0,0,0
1019,112,0,46.999998,30.999999,1,0,0,0,0,0
1020,112,0,34.000002,30.999999,0,0,0,0,0,0
1021,112,0,34.000002,30.999999,0,0,0,0,0,0
1022,112,0,34.000002,30.999999,0,0,0,0,0,0
1023,112,0,34.000002,30.999999,0,0,0,0,0,0
1024,112,0,34.000002,30.999999,0,0,0,0,0,0
1025,112,0,34.000002,30.999999,0,0,0,0,0,0
1026,112,0,34.000002,28.999999,0,0,0,0,0,0
1027,112,0,34.000002,34.000002,0,0,0,0,0,0
1028,112,0,34.000002,25,0,1,0,0,0,0
1029,112,0,37,34.000002,0,0,0,0,0,0
1030,112,0,37,34.000002,0,0,0,0,0,0
1031,112,0,46,37,1,0,0,0,0,0
1032,112,0,37,37,0,0,0,0,0,0
1033,112,0,37,37,0,0,0,0,0,0
1034,113,0,29.999999,28.000001,0,0,1,0,0,0
1035,113,0,43.000001,30.999999,0,0,0,0,0,0
1036,113,0,30.999999,34.000002,1,0,0,0,0,0
1037,113,0,21,34.000002,0,0,0,0,0,0
1038,113,0,21,34.000002,0,0,0,0,0,0
1039,113,0,22,33,0,0,0,0,0,0
1040,114,0,34.000002,41.000001,0,0,0,0,0,0
1041,114,0,30.999999,37.999999,0,0,0,0,0,0
1042,114,0,44,44,0,0,0,0,0,0
1043,114,0,28.000001,35.999998,0,0,0,1,0,0
1044,114,0,17.000001,35.999998,0,0,0,1,0,0
1045,114,0,15,28.999999,0,0,0,0,0,0
1046,114,0,37.999999,35,0,0,1,0,0,0
1047,114,0,25,30.999999,1,0,0,0,0,0
1048,115,0,22,30.999999,0,0,0,0,0,0
1049,115,0,25,37,0,0,0,0,0,0
