resp_id,ques,segment,choice,service.1,service.2,service.3,reserve.1,reserve.2,reserve.3,enviro.1,enviro.2,enviro.3,price.1,price.2,price.3
31,6,non_basic,3,ext,ext_int,ext_int_det,no,no,yes,no,yes,no,30,35,30
31,7,non_basic,2,ext,ext_int,ext,no,no,no,no,yes,yes,40,30,40
31,8,non_basic,2,ext_int,ext_int,ext_int_det,yes,yes,yes,yes,yes,yes,40,35,35
31,9,non_basic,3,ext_int,ext_int_det,ext_int_det,no,yes,yes,no,yes,yes,35,40,30
31,10,non_basic,2,ext_int_det,ext_int,ext_int_det,yes,no,no,no,yes,no,40,40,35
32,1,non_basic,3,ext_int,ext,ext,no,no,no,yes,no,yes,40,30,30
32,2,non_basic,1,ext_int,ext,ext_int_det,yes,no,yes,no,yes,yes,35,40,40
32,3,non_basic,1,ext,ext,ext,yes,no,no,yes,no,no,30,35,40
32,4,non_basic,1,ext_int,ext,ext,yes,no,yes,yes,yes,no,35,35,30
32,5,non_basic,3,ext,ext,ext_int_det,yes,yes,no,no,no,yes,40,35,35
32,6,non_basic,3,ext_int_det,ext_int_det,ext_int,yes,no,yes,yes,yes,no,35,30,30
32,7,non_basic,3,ext_int_det,ext_int,ext_int,yes,no,yes,yes,no,no,30,35,40
32,8,non_basic,1,ext,ext_int_det,ext_int_det,yes,yes,no,yes,no,yes,35,35,40
32,9,non_basic,3,ext_int,ext_int,ext_int,no,no,yes,yes,yes,yes,35,30,40
32,10,non_basic,2,ext_int_det,ext_int_det,ext_int_det,no,yes,no,no,no,no,30,30,35
33,1,premium,2,ext,ext_int_det,ext_int,yes,no,yes,no,yes,yes,35,40,30
33,2,premium,3,ext,ext_int,ext_int,no,no,no,no,yes,yes,40,40,35
33,3,premium,3,ext,ext,ext_int_det,yes,yes,no,yes,no,no,40,40,40
33,4,premium,2,ext,ext_int_det,ext_int,no,yes,yes,yes,no,no,30,30,30
33,5,premium,3,ext_int_det,ext,ext_int_det,yes,yes,yes,yes,no,yes,35,30,30
33,6,premium,1,ext_int_det,ext_int_det,ext_int,no,no,no,no,no,no,30,35,40
33,7,premium,2,ext_int,ext_int_det,ext,yes,yes,yes,no,no,yes,40,35,30
33,8,premium,1,ext_int_det,ext_int,ext_int,yes,no,no,no,no,yes,40,35,30
33,9,premium,1,ext_int,ext,ext_int_det,no,yes,no,no,yes,yes,30,35,35
33,10,premium,2,ext_int,ext,ext,yes,no,no,yes,no,yes,35,30,40
34,1,budget,2,ext_int_det,ext_int_det,ext_int_det,no,no,yes,yes,no,yes,40,30,35
34,2,budget,1,ext_int_det,ext_int,ext_int_det,yes,no,no,no,no,no,30,30,35
34,3,budget,3,ext_int,ext,ext_int_det,yes,no,yes,no,yes,yes,40,40,30
34,4,budget,3,ext_int_det,ext,ext,yes,yes,yes,yes,yes,yes,40,40,30
34,5,budget,3,ext_int_det,ext,ext_int,yes,no,no,no,yes,yes,40,35,30
34,6,budget,2,ext_int,ext_int,ext_int,no,yes,yes,yes,yes,no,40,30,35
34,7,budget,2,ext_int,ext,ext_int_det,yes,no,no,yes,yes,no,35,30,40
34,8,budget,3,ext,ext_int,ext_int_det,no,no,yes,no,yes,no,35,35,35
34,9,budget,1,ext,ext,ext,yes,yes,yes,no,no,yes,40,35,35
34,10,budget,2,ext,ext_int_det,ext_int,yes,no,no,no,yes,no,30,30,35
35,1,budget,2,ext,ext_int_det,ext,no,yes,no,yes,no,yes,35,35,30
35,2,budget,2,ext,ext,ext_int,no,yes,no,no,yes,yes,40,30,30
35,3,budget,2,ext_int,ext_int_det,ext,yes,yes,yes,no,yes,no,40,30,40
35,4,budget,2,ext,ext,ext_int,no,yes,no,no,yes,no,30,35,30
35,5,budget,2,ext,ext_int,ext_int_det,yes,yes,no,yes,yes,no,40,35,30
35,6,budget,2,ext_int_det,ext_int,ext,no,no,no,yes,yes,no,40,35,35
35,7,budget,3,ext_int,ext_int_det,ext_int,yes,yes,yes,yes,yes,no,40,40,30
35,8,budget,3,ext_int_det,ext_int_det,ext_int,no,no,yes,yes,no,yes,30,40,30
35,9,budget,1,ext_int,ext_int,ext_int,yes,no,no,no,yes,no,35,40,40
35,10,budget,2,ext_int_det,ext_int_det,ext,yes,yes,yes,yes,no,no,35,30,35
36,1,budget,1,ext_int,ext,ext_int,yes,yes,no,yes,no,yes,30,30,35
36,2,budget,1,ext_int_det,ext_int,ext_int,yes,no,no,yes,yes,yes,35,30,40
36,3,budget,3,ext,ext,ext,no,no,yes,yes,yes,yes,40,30,30
36,4,budget,3,ext_int,ext,ext,no,no,no,no,no,yes,30,35,35
36,5,budget,3,ext_int_det,ext_int_det,ext_int,yes,no,yes,yes,no,no,40,35,35
36,6,budget,1,ext,ext,ext,yes,no,no,no,no,no,40,30,40
36,7,budget,1,ext_int_det,ext_int,ext_int,yes,no,yes,no,no,yes,35,35,40
36,8,budget,1,ext_int_det,ext_int,ext_int,yes,no,yes,yes,no,no,30,40,40
36,9,budget,3,ext_int_det,ext_int_det,ext_int_det,no,no,no,no,yes,no,40,30,30
36,10,budget,3,ext_int_det,ext_int_det,ext_int_det,no,no,yes,yes,yes,no,40,35,30
37,1,non_basic,3,ext_int,ext_int_det,ext_int_det,no,no,yes,no,yes,no,30,40,30
37,2,non_basic,1,ext_int,ext,ext,no,yes,no,yes,no,no,35,40,40
37,3,non_basic,2,ext_int_det,ext,ext_int_det,no,no,yes,no,yes,no,40,35,40
37,4,non_basic,1,ext_int,ext_int_det,ext_int_det,yes,yes,no,yes,no,no,35,35,35
37,5,non_basic,2,ext_int,ext_int_det,ext,no,no,no,yes,yes,yes,30,30,30
37,6,non_basic,2,ext,ext_int_det,ext_int,no,yes,no,yes,yes,yes,40,35,40
37,7,non_basic,1,ext_int_det,ext,ext_int,no,yes,yes,yes,no,no,35,35,40
37,8,non_basic,1,ext,ext_int_det,ext_int,yes,no,yes,yes,no,no,30,30,30
37,9,non_basic,3,ext_int,ext,ext,no,no,yes,no,no,yes,40,35,40
37,10,non_basic,1,ext_int,ext_int,ext_int_det,yes,no,yes,yes,no,yes,30,35,40
38,1,budget,3,ext,ext,ext_int_det,no,yes,yes,yes,yes,yes,40,30,30
38,2,budget,3,ext_int_det,ext,ext_int,no,no,no,no,no,no,30,30,30
38,3,budget,3,ext,ext,ext,no,yes,yes,yes,no,yes,30,40,40
38,4,budget,3,ext,ext_int_det,ext_int,yes,yes,no,no,yes,no,30,40,40
38,5,budget,3,ext_int_det,ext_int_det,ext_int_det,no,yes,yes,no,yes,no,40,35,35
38,6,budget,3,ext_int_det,ext,ext,no,no,yes,yes,no,no,35,40,35
38,7,budget,1,ext_int,ext,ext_int_det,yes,no,yes,no,no,no,30,35,30
38,8,budget,2,ext_int,ext_int,ext,no,yes,yes,yes,no,yes,40,40,35
38,9,budget,3,ext_int,ext_int_det,ext_int,yes,no,yes,no,no,yes,35,35,30
38,10,budget,3,ext,ext_int,ext_int_det,no,no,yes,yes,yes,no,35,35,40
39,1,premium,3,ext,ext_int_det,ext_int_det,no,yes,no,yes,yes,no,30,35,40
39,2,premium,3,ext,ext,ext_int_det,no,yes,no,yes,yes,yes,40,40,30
39,3,premium,2,ext_int,ext_int,ext_int_det,yes,no,yes,yes,yes,yes,40,30,40
39,4,premium,3,ext,ext,ext_int,yes,no,no,no,yes,no,40,35,30
39,5,premium,3,ext_int,ext_int_det,ext_int,yes,yes,no,yes,yes,no,35,30,35
39,6,premium,1,ext_int,ext_int,ext_int,no,no,yes,no,yes,no,40,40,35
39,7,premium,1,ext_int_det,ext,ext,no,yes,yes,no,no,yes,30,30,30
39,8,premium,3,ext_int,ext,ext,yes,no,no,no,no,no,30,30,35
39,9,premium,1,ext_int_det,ext_int_det,ext,no,yes,yes,no,no,yes,35,40,35
39,10,premium,3,ext,ext_int,ext_int,yes,yes,no,no,no,yes,35,40,35
40,1,budget,1,ext,ext,ext_int_det,no,no,yes,yes,yes,yes,30,40,30
40,2,budget,2,ext_int,ext_int,ext,yes,yes,yes,no,yes,no,35,30,30
40,3,budget,1,ext,ext_int,ext_int_det,no,yes,no,no,no,no,30,40,30
40,4,budget,2,ext_int_det,ext_int_det,ext,no,yes,yes,yes,no,no,40,30,35
40,5,budget,1,ext_int_det,ext_int_det,ext_int_det,yes,no,yes,no,no,no,40,35,35
40,6,budget,1,ext_int,ext,ext_int,no,no,no,yes,no,no,40,40,35
40,7,budget,3,ext_int_det,ext_int,ext,no,no,yes,yes,no,yes,35,30,30
40,8,budget,3,ext_int,ext_int,ext,no,yes,no,yes,no,yes,30,30,35
40,9,budget,2,ext_int_det,ext,ext_int_det,yes,yes,no,yes,yes,yes,35,40,30
40,10,budget,2,ext_int,ext_int,ext,no,yes,yes,no,yes,yes,40,40,35
41,1,premium,3,ext,ext_int_det,ext,yes,yes,yes,no,yes,no,35,30,30
41,2,premium,1,ext_int_det,ext,ext,no,no,yes,no,yes,yes,35,40,40
41,3,premium,3,ext_int_det,ext_int_det,ext,yes,yes,no,no,no,no,40,30,30
41,4,premium,3,ext_int_det,ext,ext_int,no,yes,no,yes,yes,yes,35,35,30
41,5,premium,3,ext,ext_int,ext,no,no,no,no,yes,no,35,40,40
41,6,premium,3,ext_int,ext_int_det,ext,yes,yes,no,yes,yes,yes,30,35,35
41,7,premium,3,ext_int,ext_int_det,ext_int,no,yes,no,yes,no,no,35,35,35
41,8,premium,2,ext,ext_int_det,ext_int,no,no,yes,yes,no,no,30,30,40
41,9,premium,1,ext_int,ext_int,ext,yes,yes,yes,no,yes,no,35,40,40
41,10,premium,2,ext,ext_int,ext_int_det,yes,yes,no,yes,no,yes,30,30,40
42,1,non_basic,1,ext_int_det,ext_int_det,ext,yes,yes,no,yes,no,no,35,30,35
42,2,non_basic,1,ext_int_det,ext_int_det,ext,yes,no,yes,no,no,no,35,30,35
42,3,non_basic,3,ext_int_det,ext,ext_int,no,no,yes,yes,no,yes,30,40,40
42,4,non_basic,3,ext_int_det,ext_int,ext,no,no,yes,no,yes,yes,40,35,40
42,5,non_basic,2,ext_int,ext_int,ext_int_det,yes,no,yes,no,yes,no,40,30,40
42,6,non_basic,1,ext_int_det,ext,ext,yes,yes,yes,yes,yes,no,30,30,40
42,7,non_basic,3,ext_int,ext,ext,no,no,no,no,yes,yes,40,40,35
42,8,non_basic,3,ext_int_det,ext,ext_int,no,yes,yes,no,no,no,35,30,30
42,9,non_basic,1,ext_int,ext_int,ext_int,yes,no,no,yes,no,no,30,35,30
42,10,non_basic,3,ext,ext_int,ext,no,no,yes,no,yes,yes,30,40,35
43,1,non_basic,2,ext_int_det,ext_int,ext,yes,yes,yes,no,no,no,35,30,35
43,2,non_basic,1,ext_int_det,ext,ext_int,yes,no,yes,no,no,yes,30,35,30
43,3,non_basic,3,ext,ext,ext_int_det,no,no,no,no,no,no,30,40,30
43,4,non_basic,2,ext_int,ext_int,ext_int_det,yes,yes,no,yes,no,no,35,40,35
43,5,non_basic,1,ext,ext_int,ext,yes,no,no,no,no,yes,30,40,30
43,6,non_basic,3,ext_int_det,ext_int,ext_int,no,no,no,no,yes,no,40,30,30
43,7,non_basic,1,ext_int_det,ext_int_det,ext_int_det,yes,no,no,yes,yes,yes,30,35,40
43,8,non_basic,3,ext_int_det,ext,ext_int_det,no,no,yes,yes,yes,yes,30,35,35
43,9,non_basic,2,ext_int_det,ext_int,ext_int,yes,no,yes,yes,yes,yes,40,35,40
43,10,non_basic,2,ext,ext,ext_int_det,yes,no,yes,no,yes,no,40,40,40
44,1,budget,3,ext_int_det,ext_int_det,ext_int_det,yes,no,yes,yes,no,no,35,35,35
44,2,budget,3,ext_int,ext_int_det,ext_int_det,yes,yes,no,yes,no,yes,40,40,35
44,3,budget,1,ext_int,ext,ext,yes,no,no,yes,no,no,30,40,30
44,4,budget,1,ext_int_det,ext_int,ext,no,yes,yes,no,no,no,30,40,30
44,5,budget,3,ext_int,ext,ext,no,yes,yes,yes,no,yes,40,40,40
44,6,budget,3,ext_int,ext,ext_int,no,no,yes,no,yes,yes,35,30,35
44,7,budget,2,ext,ext,ext_int,no,yes,yes,yes,yes,no,35,30,35
44,8,budget,1,ext,ext_int_det,ext,yes,no,yes,no,yes,yes,35,40,35
44,9,budget,3,ext_int_det,ext_int,ext_int_det,no,no,no,no,yes,yes,40,30,30
44,10,budget,2,ext_int,ext_int_det,ext_int_det,no,yes,yes,no,yes,yes,40,30,40
45,1,budget,1,ext_int,ext,ext,no,yes,no,no,no,no,30,35,35
45,2,budget,2,ext_int_det,ext_int_det,ext,no,yes,no,no,yes,no,40,40,30
45,3,budget,2,ext_int_det,ext_int_det,ext,no,yes,no,yes,yes,yes,35,30,40
45,4,budget,2,ext,ext_int_det,ext_int_det,no,yes,no,no,yes,yes,40,35,40
45,5,budget,1,ext_int,ext_int_det,ext_int_det,no,yes,no,no,no,no,40,30,30
45,6,budget,2,ext,ext_int,ext_int,yes,yes,yes,yes,no,no,30,30,40
45,7,budget,1,ext_int_det,ext,ext_int,yes,yes,yes,no,yes,yes,35,35,30
45,8,budget,3,ext,ext_int,ext_int,no,yes,yes,yes,yes,yes,30,40,35
45,9,budget,3,ext_int,ext_int_det,ext_int_det,no,no,no,yes,no,yes,30,35,30
45,10,budget,3,ext_int,ext,ext,no,no,yes,yes,yes,yes,40,35,40
46,1,non_basic,1,ext_int,ext,ext_int,yes,no,yes,yes,yes,yes,40,35,35
46,2,non_basic,2,ext_int,ext,ext_int,no,no,yes,yes,no,no,30,40,35
46,3,non_basic,2,ext_int_det,ext,ext_int_det,no,no,no,no,no,no,35,30,40
46,4,non_basic,1,ext_int_det,ext,ext_int,no,no,no,yes,no,yes,40,35,35
46,5,non_basic,2,ext_int,ext,ext_int_det,yes,yes,no,no,no,yes,40,30,35
46,6,non_basic,2,ext_int_det,ext,ext_int,yes,yes,no,yes,yes,no,40,30,35
46,7,non_basic,3,ext,ext,ext_int_det,yes,yes,yes,no,yes,yes,35,40,30
46,8,non_basic,1,ext_int_det,ext,ext,yes,yes,no,no,no,yes,30,40,40
46,9,non_basic,1,ext,ext_int_det,ext,yes,yes,no,yes,no,yes,35,35,30
46,10,non_basic,1,ext_int,ext_int,ext_int_det,no,no,no,no,yes,no,40,40,30
47,1,non_basic,3,ext,ext,ext,yes,yes,yes,yes,yes,no,40,35,30
47,2,non_basic,2,ext_int_det,ext_int,ext,yes,yes,yes,no,no,yes,35,30,30
47,3,non_basic,1,ext_int_det,ext_int,ext_int_det,yes,no,no,yes,no,no,40,35,40
47,4,non_basic,2,ext_int,ext_int_det,ext_int,no,yes,no,yes,yes,yes,40,30,35
47,5,non_basic,2,ext,ext,ext,no,yes,yes,yes,no,no,30,35,40
47,6,non_basic,1,ext,ext,ext_int,no,no,yes,no,yes,yes,30,40,40
47,7,non_basic,1,ext_int_det,ext_int,ext,no,no,no,no,yes,yes,35,30,35
47,8,non_basic,3,ext_int_det,ext_int,ext_int,no,no,yes,no,no,yes,30,40,35
47,9,non_basic,3,ext,ext_int,ext_int,no,yes,yes,no,no,yes,35,35,30
47,10,non_basic,3,ext,ext_int,ext_int_det,no,no,no,no,no,yes,40,30,35
48,1,budget,3,ext_int,ext,ext,no,no,yes,yes,yes,no,40,35,35
48,2,budget,1,ext_int_det,ext_int_det,ext_int,yes,yes,no,no,yes,yes,30,40,30
48,3,budget,2,ext,ext,ext_int,yes,yes,no,yes,no,no,30,30,40
48,4,budget,2,ext,ext_int_det,ext_int_det,yes,no,yes,yes,yes,yes,40,30,35
48,5,budget,1,ext_int,ext_int,ext_int,no,yes,yes,yes,no,no,35,35,40
48,6,budget,2,ext_int_det,ext_int,ext_int_det,no,no,no,no,no,no,35,30,40
48,7,budget,2,ext,ext_int,ext,yes,yes,no,no,no,yes,40,30,40
48,8,budget,3,ext,ext_int_det,ext_int_det,no,no,no,no,yes,no,30,35,30
48,9,budget,3,ext_int,ext_int,ext_int_det,yes,no,yes,yes,no,no,30,35,35
48,10,budget,3,ext,ext_int_det,ext_int,no,no,yes,yes,yes,yes,30,40,35
49,1,budget,2,ext_int_det,ext,ext_int,no,yes,no,no,yes,yes,30,35,35
49,2,budget,2,ext_int_det,ext_int_det,ext_int,yes,no,yes,yes,no,yes,40,35,40
49,3,budget,2,ext,ext_int,ext_int_det,yes,yes,yes,no,yes,no,40,35,40
49,4,budget,1,ext,ext_int_det,ext,yes,no,yes,no,no,yes,30,40,40
49,5,budget,2,ext_int,ext,ext_int_det,no,no,no,no,yes,yes,40,35,40
49,6,budget,3,ext_int_det,ext_int,ext_int,yes,no,yes,yes,yes,no,35,40,35
49,7,budget,3,ext_int_det,ext_int,ext_int_det,yes,no,no,yes,yes,yes,30,30,30
49,8,budget,2,ext_int,ext_int,ext,no,yes,no,no,yes,no,30,30,35
49,9,budget,3,ext,ext_int_det,ext_int,yes,yes,yes,yes,no,no,30,30,30
49,10,budget,2,ext_int,ext,ext,no,no,no,no,yes,no,35,30,40
50,1,non_basic,3,ext_int_det,ext_int,ext_int,no,no,yes,yes,yes,yes,35,30,30
50,2,non_basic,3,ext,ext,ext_int_det,yes,no,yes,no,no,yes,35,30,35
50,3,non_basic,3,ext_int,ext,ext_int_det,yes,yes,no,no,no,yes,35,30,30
50,4,non_basic,1,ext_int_det,ext_int_det,ext_int,yes,no,no,no,yes,yes,40,40,40
50,5,non_basic,2,ext_int,ext,ext,no,no,no,yes,yes,no,35,40,35
50,6,non_basic,3,ext,ext_int,ext_int_det,no,no,yes,yes,no,no,35,40,35
50,7,non_basic,3,ext_int,ext_int,ext_int_det,yes,yes,yes,no,yes,no,40,35,30
50,8,non_basic,1,ext_int_det,ext_int_det,ext_int,yes,no,no,yes,no,no,40,30,35
50,9,non_basic,1,ext_int_det,ext_int,ext,yes,no,yes,yes,no,yes,30,30,30
50,10,non_basic,1,ext_int,ext,ext,yes,no,no,no,yes,no,30,30,40
51,1,non_basic,3,ext,ext_int,ext_int,yes,no,yes,yes,no,yes,35,40,30
51,2,non_basic,3,ext,ext_int,ext,no,yes,yes,no,no,yes,35,30,30
51,3,non_basic,2,ext,ext_int_det,ext_int_det,no,no,no,no,yes,no,40,40,40
51,4,non_basic,3,ext_int,ext_int_det,ext_int,no,no,no,no,yes,yes,30,30,35
51,5,non_basic,3,ext_int,ext,ext_int,no,yes,yes,no,no,no,35,40,40
51,6,non_basic,1,ext_int_det,ext,ext_int_det,yes,yes,no,yes,yes,no,35,40,35
51,7,non_basic,1,ext_int,ext,ext_int_det,yes,no,no,yes,no,no,35,30,30
51,8,non_basic,2,ext,ext,ext_int,yes,yes,no,no,no,yes,30,35,30
51,9,non_basic,3,ext,ext_int,ext,no,yes,no,yes,yes,yes,40,40,30
51,10,non_basic,3,ext_int_det,ext_int,ext_int_det,yes,yes,no,no,no,yes,35,35,35
52,1,budget,2,ext_int_det,ext_int_det,ext,no,yes,no,yes,no,no,40,40,30
52,2,budget,2,ext,ext,ext_int_det,no,yes,no,no,yes,no,40,30,30
52,3,budget,1,ext_int_det,ext_int,ext_int,yes,no,no,no,yes,no,30,40,40
52,4,budget,1,ext_int_det,ext_int,ext,yes,no,no,yes,yes,yes,40,35,35
52,5,budget,2,ext_int,ext_int,ext_int,yes,yes,no,yes,no,yes,35,40,30
52,6,budget,1,ext_int,ext_int,ext_int_det,yes,no,no,yes,no,no,40,30,35
52,7,budget,2,ext,ext,ext_int_det,no,yes,yes,no,no,yes,35,35,30
52,8,budget,3,ext,ext,ext_int,no,yes,yes,yes,yes,yes,30,35,30
52,9,budget,3,ext_int_det,ext,ext_int_det,no,yes,yes,yes,yes,yes,30,40,35
52,10,budget,3,ext_int,ext_int,ext_int,no,yes,yes,no,no,no,35,35,30
53,1,non_basic,1,ext,ext,ext_int_det,no,no,yes,no,no,no,35,30,40
53,2,non_basic,3,ext_int_det,ext_int_det,ext_int,yes,yes,yes,yes,no,yes,30,30,35
53,3,non_basic,1,ext,ext_int,ext,yes,no,no,yes,no,yes,40,30,30
53,4,non_basic,1,ext_int,ext_int,ext_int_det,yes,no,yes,yes,yes,no,30,30,35
53,5,non_basic,1,ext_int,ext_int,ext,no,no,yes,no,yes,no,40,35,40
53,6,non_basic,1,ext,ext_int_det,ext_int_det,yes,no,yes,no,no,yes,30,35,35
53,7,non_basic,3,ext,ext_int_det,ext_int,no,no,yes,no,yes,yes,40,40,40
53,8,non_basic,2,ext_int,ext_int_det,ext_int,yes,no,no,no,yes,no,35,35,35
53,9,non_basic,2,ext,ext,ext,no,yes,yes,yes,yes,yes,35,30,35
53,10,non_basic,3,ext_int,ext,ext_int_det,no,no,yes,yes,yes,yes,40,40,40
54,1,premium,2,ext_int,ext_int,ext_int,yes,no,no,yes,no,yes,40,35,35
54,2,premium,3,ext,ext_int_det,ext_int,yes,yes,yes,no,no,no,40,40,40
54,3,premium,3,ext_int_det,ext_int_det,ext_int_det,yes,yes,no,yes,yes,no,35,30,40
54,4,premium,3,ext_int,ext,ext,no,yes,no,yes,yes,no,40,40,30
54,5,premium,3,ext_int,ext_int,ext_int,no,yes,no,no,yes,no,40,35,30
54,6,premium,1,ext,ext_int_det,ext_int,no,yes,no,no,yes,yes,40,40,30
54,7,premium,1,ext_int,ext_int_det,ext,yes,no,no,yes,yes,yes,30,40,30
54,8,premium,2,ext_int_det,ext_int_det,ext,no,no,yes,yes,no,no,35,30,30
54,9,premium,1,ext,ext_int,ext_int_det,yes,yes,yes,no,no,no,35,35,35
54,10,premium,3,ext,ext,ext_int_det,yes,no,yes,yes,yes,no,35,40,30
55,1,budget,2,ext,ext,ext_int,yes,yes,no,no,yes,yes,40,40,40
55,2,budget,1,ext_int_det,ext_int_det,ext_int,no,no,yes,yes,yes,no,30,40,30
55,3,budget,1,ext_int_det,ext_int,ext_int_det,yes,yes,no,yes,yes,no,30,35,40
55,4,budget,2,ext_int_det,ext_int_det,ext_int,no,yes,no,yes,yes,yes,35,40,35
55,5,budget,3,ext,ext,ext_int_det,no,no,no,yes,yes,no,40,35,30
55,6,budget,3,ext_int,ext_int,ext_int,yes,no,yes,yes,yes,no,30,30,35
55,7,budget,3,ext_int,ext_int_det,ext,no,no,no,no,no,yes,35,35,30
55,8,budget,1,ext_int,ext_int_det,ext,yes,yes,no,yes,no,no,40,40,35
55,9,budget,2,ext_int,ext,ext_int_det,no,yes,yes,no,no,yes,30,30,35
55,10,budget,2,ext,ext,ext_int,yes,yes,no,yes,yes,no,35,30,40
56,1,budget,1,ext,ext_int,ext_int_det,yes,yes,yes,no,no,yes,30,30,40
56,2,budget,1,ext,ext,ext_int,yes,no,yes,yes,yes,yes,40,30,35
56,3,budget,2,ext_int,ext_int_det,ext_int_det,no,no,no,yes,yes,no,35,30,30
56,4,budget,2,ext,ext,ext_int,no,yes,no,no,no,no,40,40,35
56,5,budget,1,ext_int_det,ext,ext_int,yes,no,yes,no,yes,yes,30,40,30
56,6,budget,3,ext_int,ext_int,ext,no,no,no,yes,no,yes,30,30,35
56,7,budget,3,ext_int,ext,ext,yes,yes,yes,yes,no,yes,40,35,35
56,8,budget,2,ext_int_det,ext,ext_int,yes,yes,no,no,yes,no,35,30,40
56,9,budget,2,ext_int,ext,ext_int,yes,no,no,no,no,yes,35,30,40
56,10,budget,3,ext_int_det,ext_int,ext_int_det,no,yes,yes,no,no,no,40,40,40
57,1,budget,2,ext_int_det,ext_int,ext_int,yes,no,no,yes,no,yes,35,30,40
57,2,budget,3,ext_int_det,ext_int_det,ext_int_det,yes,no,yes,yes,no,yes,40,35,30
57,3,budget,2,ext,ext_int_det,ext_int,yes,yes,no,yes,no,yes,35,35,30
57,4,budget,2,ext,ext_int_det,ext,no,no,no,yes,yes,yes,40,35,30
57,5,budget,3,ext_int,ext,ext_int,no,no,yes,no,no,no,40,40,35
57,6,budget,2,ext,ext_int_det,ext_int,yes,no,yes,no,yes,yes,40,30,40
57,7,budget,2,ext_int_det,ext_int_det,ext_int_det,no,yes,no,yes,no,no,40,40,30
57,8,budget,3,ext,ext,ext_int_det,no,yes,yes,yes,no,no,35,35,30
57,9,budget,3,ext_int,ext,ext,no,yes,yes,yes,yes,no,35,40,30
57,10,budget,2,ext,ext_int_det,ext_int,no,no,yes,no,no,no,35,40,40
58,1,non_basic,1,ext_int,ext,ext_int,yes,yes,yes,yes,no,no,40,40,40
58,2,non_basic,1,ext_int_det,ext_int,ext_int_det,yes,no,yes,yes,yes,yes,35,35,40
58,3,non_basic,3,ext,ext_int_det,ext_int,yes,no,yes,yes,no,yes,40,40,35
58,4,non_basic,2,ext,ext_int_det,ext_int,no,no,no,yes,no,no,40,35,35
58,5,non_basic,3,ext_int_det,ext,ext_int,yes,no,no,no,no,yes,40,40,30
58,6,non_basic,1,ext_int,ext,ext_int,yes,no,yes,no,yes,no,30,30,35
58,7,non_basic,3,ext_int,ext,ext_int_det,no,no,yes,yes,no,yes,40,30,30
58,8,non_basic,3,ext,ext_int,ext,no,no,yes,no,no,yes,35,30,30
58,9,non_basic,1,ext_int_det,ext,ext,no,yes,no,yes,yes,yes,35,35,35
58,10,non_basic,2,ext,ext_int_det,ext,yes,yes,yes,no,no,no,35,35,30
59,1,budget,1,ext_int,ext,ext,no,yes,no,no,no,yes,30,40,40
59,2,budget,3,ext,ext_int,ext,no,no,yes,no,yes,yes,35,30,35
59,3,budget,1,ext_int_det,ext_int,ext_int_det,no,yes,no,yes,no,no,30,40,30
59,4,budget,3,ext_int,ext_int,ext,no,no,no,no,no,no,35,40,30
59,5,budget,3,ext_int,ext_int,ext_int_det,no,yes,yes,yes,yes,yes,40,35,40
59,6,budget,3,ext_int,ext,ext,no,no,yes,yes,no,no,35,40,30
59,7,budget,2,ext_int_det,ext_int,ext_int_det,yes,yes,no,no,yes,no,35,30,35
59,8,budget,1,ext_int_det,ext,ext,yes,no,no,yes,yes,yes,30,35,30
59,9,budget,2,ext,ext_int,ext_int_det,yes,yes,no,no,no,no,35,30,40
59,10,budget,3,ext_int,ext_int_det,ext_int_det,yes,no,yes,yes,yes,no,40,35,30
60,1,premium,3,ext_int,ext,ext_int,yes,yes,no,yes,no,no,30,30,30
60,2,premium,3,ext_int,ext,ext_int_det,no,yes,no,yes,no,no,35,40,40
60,3,premium,3,ext_int_det,ext_int_det,ext_int_det,no,yes,no,yes,no,no,30,35,30
60,4,premium,3,ext_int,ext,ext,no,no,no,no,yes,no,40,35,30
60,5,premium,1,ext_int,ext_int,ext,yes,yes,yes,no,no,yes,40,30,40
60,6,premium,1,ext,ext,ext_int,yes,yes,no,yes,no,no,30,35,35
60,7,premium,2,ext_int,ext,ext_int_det,yes,no,no,yes,no,no,40,40,35
60,8,premium,1,ext,ext_int,ext_int,no,yes,no,no,no,yes,35,35,30
60,9,premium,3,ext_int,ext,ext,yes,yes,no,yes,yes,yes,35,35,40
60,10,premium,1,ext_int_det,ext_int_det,ext_int,yes,yes,no,no,yes,yes,30,30,40
61,1,budget,2,ext_int_det,ext_int_det,ext_int,no,yes,yes,yes,yes,no,40,35,35
61,2,budget,2,ext_int,ext_int_det,ext_int,no,yes,no,no,no,yes,35,35,30
61,3,budget,1,ext_int,ext,ext_int,yes,no,no,yes,no,no,30,35,40
61,4,budget,1,ext,ext,ext_int,no,yes,yes,yes,no,no,30,35,40
61,5,budget,3,ext_int_det,ext,ext,yes,no,yes,yes,yes,yes,40,35,40
61,6,budget,3,ext_int,ext_int_det,ext_int,no,no,no,yes,no,no,40,35,30
61,7,budget,1,ext_int_det,ext_int_det,ext,yes,no,yes,yes,no,no,30,30,30
61,8,budget,1,ext,ext_int_det,ext_int_det,no,no,no,no,yes,no,40,35,40
61,9,budget,3,ext_int,ext,ext_int_det,no,yes,yes,yes,no,no,35,40,40
61,10,budget,2,ext,ext,ext,no,yes,no,yes,yes,no,40,35,30
